Index,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,yr_built,zipcode,clusters,cluster
3595,630000,4,2.5,2100,8800,1,1960,98008,3,purple
3596,550000,4,2.5,2150,27540,2,1997,98053,3,purple
3597,350000,3,2.5,2440,18674,2,1994,98042,0,blush
3598,270000,5,1.5,1930,7480,2,1966,98058,0,blush
3599,488250,4,2,1830,9610,1,1963,98033,3,purple
3600,248000,4,3.5,1850,6519,2,1986,98023,0,blush
3601,889000,4,3.5,3210,5000,3,2014,98136,2,mauve
3602,375000,1,1,1090,5250,1,1927,98117,0,blush
3603,933000,3,1.5,1870,3300,2,1906,98102,2,mauve
3604,625000,3,2.25,1920,8412,1,1977,98006,3,purple
3605,328000,2,1,700,4350,1,1943,98116,0,blush
3606,470000,4,2.25,3380,9900,1,1969,98166,3,purple
3607,502500,5,2.5,2430,6168,2,2007,98056,3,purple
3608,484000,3,1.75,1950,17400,1,1976,98072,3,purple
3609,252500,2,1,900,7500,1,1961,98014,0,blush
3610,610000,3,2.5,2060,8893,2,1987,98006,3,purple
3611,419000,4,2,2180,10447,1,1969,98155,3,purple
3612,322500,4,2.25,2140,9377,2,1986,98092,0,blush
3613,563000,6,1,1730,2760,1.5,1918,98109,3,purple
3614,464000,4,2.5,3140,12591,2,1993,98042,3,purple
3615,870000,4,4.25,3010,4887,2,1951,98115,2,mauve
3616,280000,2,1.5,800,1196,2,2003,98103,0,blush
3617,850000,3,2.5,3300,11570,2,1994,98006,2,mauve
3618,458950,2,1,1530,4370,1,1946,98115,3,purple
3619,122000,2,1,760,5280,1,1946,98168,0,blush
3620,525000,5,3,2450,4591,2,1994,98117,3,purple
3621,286300,2,1,1000,31838,1,1962,98045,0,blush
3622,218450,2,1,840,7425,1,1952,98166,0,blush
3623,525000,3,1.5,1380,4290,1,1955,98107,3,purple
3624,650000,3,1.5,1380,4290,1,1955,98107,3,purple
3625,356000,4,2,2020,48693,1.5,1949,98045,0,blush
3626,436500,2,1,1260,5000,1,1951,98117,3,purple
3627,410000,3,1.75,1440,7112,1,1979,98034,3,purple
3628,512500,4,1.75,1540,8311,1,1950,98125,3,purple
3629,510000,4,1,1060,7200,1,1925,98118,3,purple
3630,566000,4,1.75,1900,10297,1,1966,98005,3,purple
3631,525000,3,1.75,2870,26500,1.5,1948,98166,3,purple
3632,435000,3,1,1050,5500,1,1920,98126,3,purple
3633,406500,3,2.75,1840,68479,1,1989,98014,0,blush
3634,550000,5,2.75,3000,9473,1,1966,98052,3,purple
3635,251000,3,2,1200,10212,1.5,1949,98022,0,blush
3636,830000,3,1.5,1840,10125,1,1959,98040,2,mauve
3637,803000,4,2.5,2790,7673,2,1989,98052,2,mauve
3638,206000,3,1,970,9360,1,1942,98002,0,blush
3639,200000,4,1,1070,7467,1.5,1944,98178,0,blush
3640,219000,2,1,900,5160,1,1952,98106,0,blush
3641,777000,4,4,2680,6000,1,1962,98199,2,mauve
3642,593700,3,2.5,2000,22000,2,1979,98075,3,purple
3643,712500,3,1.5,1660,8797,1,1956,98004,2,mauve
3644,600000,4,1.5,1770,6014,1.5,1946,98116,3,purple
3645,554663,3,2,1230,6802,1.5,1940,98105,3,purple
3646,267000,3,1,1740,10875,1,1962,98188,0,blush
3647,390000,3,2,1710,8910,1,1953,98133,0,blush
3648,335000,6,2,2020,7071,1,1979,98108,0,blush
3649,938000,4,2.5,2410,9886,1,1975,98040,2,mauve
3650,370000,4,2.75,2310,14745,1,1993,98198,0,blush
3651,335000,5,2.5,2400,4548,2,2003,98042,0,blush
3652,695000,5,2,3160,3990,1.5,1923,98103,2,mauve
3653,387500,3,1,1560,14333,1,1953,98166,0,blush
3654,245000,3,2.5,1770,6187,2,1992,98031,0,blush
3655,308550,3,2,1600,13200,1,1990,98045,0,blush
3656,225000,3,1.75,1330,13102,1,1968,98003,0,blush
3657,715000,4,2.5,2970,29163,2,1993,98053,2,mauve
3658,335000,3,1,1020,10200,1,1954,98133,0,blush
3659,634000,3,2.5,2490,4904,2,2003,98029,3,purple
3660,337500,5,2,1700,7314,1,1956,98108,0,blush
3661,440000,1,1,850,6567,1,1940,98010,3,purple
3662,350000,3,1.75,1250,13775,1,1990,98045,0,blush
3663,400000,2,1,610,4560,1,1918,98136,0,blush
3664,1288000,4,3.5,3700,13175,2,1989,98006,1,pink
3665,435000,3,1,950,10080,1,1954,98006,3,purple
3666,681000,4,2.5,3860,5130,2,2004,98065,2,mauve
3667,397000,3,3.5,1360,1275,2,2007,98144,0,blush
3668,775000,4,2.5,3890,34513,2,1996,98077,2,mauve
3669,480000,3,2.25,1680,9090,1,1959,98008,3,purple
3670,158000,3,2.5,1520,7200,2,1985,98030,0,blush
3671,590000,3,2,2420,208652,1.5,2005,98010,3,purple
3672,772500,5,2.75,3890,9130,2,2004,98065,2,mauve
3673,464500,5,1.5,2940,13425,1,1955,98155,3,purple
3674,281000,3,1.75,1350,8737,1,1966,98188,0,blush
3675,620000,3,2.25,2190,45738,1,1990,98052,3,purple
3676,475000,3,2.25,2280,5750,1,1985,98116,3,purple
3677,245000,2,2,1070,4500,1,1932,98055,0,blush
3678,660000,5,2.25,2540,3750,1.5,1925,98115,3,purple
3679,527500,4,2.25,2270,8480,1,1973,98006,3,purple
3680,135000,2,1,1220,7250,1,1914,98010,0,blush
3681,275000,3,1.75,1890,5000,1,2003,98092,0,blush
3682,430000,4,2,1990,4740,1,1926,98122,3,purple
3683,213500,3,1,1220,6000,1,1968,98002,0,blush
3684,535000,3,3,2640,5978,2,2012,98045,3,purple
3685,641000,3,1.75,1480,9603,1,1952,98004,3,purple
3686,436300,3,2,2320,9420,1,1952,98056,3,purple
3687,1440000,4,1.75,2410,6000,1.5,1911,98109,1,pink
3688,830000,4,2.75,2090,13500,1,1949,98040,2,mauve
3689,380000,3,1,920,3532,1,1910,98118,0,blush
3690,132500,3,0.75,850,8573,1,1945,98146,0,blush
3691,179950,3,1,1130,9907,1,1954,98188,0,blush
3692,188200,3,1,1260,7265,1,1954,98002,0,blush
3693,659000,4,2,2090,10800,1,1951,98040,3,purple
3694,317000,3,2,2020,7260,1.5,1926,98108,0,blush
3695,625000,3,2.25,1970,4564,1,1959,98199,3,purple
3696,350000,3,1.75,1820,9545,1,1976,98155,0,blush
3697,750000,3,1.5,1840,5000,1.5,1915,98107,2,mauve
3698,457000,4,1.75,2100,10358,1,1959,98133,3,purple
3699,632500,4,2,1770,5000,2,1906,98107,3,purple
3700,223000,3,2,1110,7231,1,1991,98031,0,blush
3701,610000,4,2.75,2090,8400,1,1976,98052,3,purple
3702,385000,4,1.75,2080,8215,2,1948,98155,0,blush
3703,367500,3,3.25,1400,1343,2,2005,98118,0,blush
3704,385100,3,1,1060,8040,1,1949,98125,0,blush
3705,230000,2,1,720,5913,1,1920,98118,0,blush
3706,286000,3,2.75,1100,750,2,2008,98106,0,blush
3707,201700,3,1,1010,9576,1,1967,98001,0,blush
3708,1350000,4,4.75,5230,89298,2.5,2002,98038,1,pink
3709,525000,4,1.75,2420,7672,1,1979,98027,3,purple
3710,361000,3,1.5,1200,7236,1,1975,98011,0,blush
3711,530000,3,1.5,1950,1963,3,2002,98117,3,purple
3712,455000,3,2.25,1870,7403,1,1950,98125,3,purple
3713,421000,4,2.25,1310,8400,1,1966,98034,3,purple
3714,640000,4,2,1520,6200,1.5,1945,98115,3,purple
3715,240000,3,1,1270,12733,1,1955,98188,0,blush
3716,360000,2,1,840,7414,1,1928,98033,0,blush
3717,157340,2,1,900,23000,1,1953,98042,0,blush
3718,1240000,4,3,3010,6139,2,1950,98115,1,pink
3719,250000,3,1,1050,6874,1,1954,98133,0,blush
3720,735000,6,2.75,3360,84506,1,1962,98052,2,mauve
3721,884900,7,4.75,5370,10800,1.5,1967,98040,2,mauve
3722,775000,3,3.5,2690,104544,2,1948,98072,2,mauve
3723,463000,3,1.75,1710,7320,1,1948,98155,3,purple
3724,579000,3,2.5,1640,1269,3,2009,98112,3,purple
3725,570000,6,3.75,4000,6015,2,2004,98058,3,purple
3726,1060000,5,4.5,4140,7924,2,2005,98074,2,mauve
3727,375000,4,2.75,3140,24800,1,1971,98042,0,blush
3728,422000,2,1.75,1320,2609,1,1938,98117,3,purple
3729,866500,4,3.5,3080,4945,2,2014,98126,2,mauve
3730,705000,3,2.5,2500,10359,2,1986,98074,2,mauve
3731,470000,4,2.5,2520,9684,2,1994,98045,3,purple
3732,360000,3,1.25,2350,6200,1,1966,98007,0,blush
3733,795000,4,2.5,2570,13450,1,1948,98155,2,mauve
3734,800000,4,2.5,3100,7807,2,2003,98034,2,mauve
3735,2453500,4,3.5,4730,13586,1.5,1935,98112,4,dark purple
3736,277284,3,1.75,1030,4800,1,1927,98126,0,blush
3737,460000,2,1,1020,4002,1,1953,98116,3,purple
3738,898888,3,2.5,2080,3729,2,1996,98033,2,mauve
3739,211000,3,1,1410,47916,1,1981,98019,0,blush
3740,222000,2,2,1360,3300,2,2004,98038,0,blush
3741,672000,3,2.5,2620,21587,2,1992,98053,3,purple
3742,778000,3,2.25,2260,33080,1,1974,98005,2,mauve
3743,312500,3,1.75,1490,9493,1,1976,98058,0,blush
3744,650000,4,2.5,2530,6500,1.5,1975,98115,3,purple
3745,740000,6,2.25,3140,10250,1,1959,98005,2,mauve
3746,320000,3,2,1820,17600,1,1972,98059,0,blush
3747,455000,4,2.5,1770,13168,2,1990,98019,3,purple
3748,2450000,5,4,4430,9000,2,2013,98004,4,dark purple
3749,500000,3,3.25,1490,902,3,2001,98102,3,purple
3750,325000,3,1.75,1790,27427,1,1978,98065,0,blush
3751,416000,3,2.5,1710,1296,3,2004,98103,3,purple
3752,495000,4,2.25,2070,20280,2,1968,98072,3,purple
3753,549000,2,1,1140,5400,1,1908,98112,3,purple
3754,589000,5,2,3930,10150,1.5,1968,98008,3,purple
3755,194820,3,1.5,1100,32700,1,1967,98001,0,blush
3756,405000,3,2.5,2260,5500,1.5,1910,98117,0,blush
3757,625000,3,2.5,2260,5500,1.5,1910,98117,3,purple
3758,205000,3,1,1130,7014,1,1954,98168,0,blush
3759,345100,3,3.75,1950,8625,1,1959,98178,0,blush
3760,200000,3,1,960,7500,1,1953,98178,0,blush
3761,1905000,4,3.5,4210,18564,2,2001,98039,1,pink
3762,524500,3,1.5,3430,264844,1,1988,98045,3,purple
3763,598600,4,2.75,3470,212639,2,1993,98019,3,purple
3764,367777,5,3,2140,5937,1,1978,98118,0,blush
3765,750000,3,2.75,2520,5401,1,1946,98119,2,mauve
3766,575000,5,2.25,3550,7992,2,1968,98034,3,purple
3767,84000,2,1,700,20130,1,1949,98168,0,blush
3768,255000,2,1,740,5000,1,1926,98118,0,blush
3769,1740000,4,3.75,3300,4545,1.5,1926,98105,1,pink
3770,415000,3,2.25,1640,5880,1,1977,98106,3,purple
3771,449900,3,2.5,2780,8225,2,1990,98198,3,purple
3772,220000,5,1.5,1830,94960,1.5,1929,98031,0,blush
3773,899000,4,2.5,3540,9349,2,2003,98052,2,mauve
3774,430000,3,2.5,1440,7320,1,1954,98125,3,purple
3775,472500,4,2.5,2960,223462,2,2001,98030,3,purple
3776,680000,6,2.5,3180,9375,1,1967,98006,2,mauve
3777,1650000,5,4,3310,8400,2,2000,98033,1,pink
3778,810000,3,2,2390,8025,2,1921,98105,2,mauve
3779,605000,3,2.5,2460,138085,2,1977,98027,3,purple
3780,522000,3,1.75,1630,15600,1,1958,98033,3,purple
3781,759000,5,2.75,3490,8230,2,2005,98075,2,mauve
3782,411000,4,2.75,2500,5257,2,1966,98118,3,purple
3783,286950,4,2.5,2080,9846,1,1984,98001,0,blush
3784,440000,3,1.5,1290,1286,3,2000,98103,3,purple
3785,149000,3,1,1700,8645,1,1955,98146,0,blush
3786,284700,3,1,1700,8645,1,1955,98146,0,blush
3787,374950,3,2.5,2540,11562,1,1964,98028,0,blush
3788,816000,3,1.5,1180,8545,1,1952,98004,2,mauve
3789,533250,4,1.75,1520,15398,1,1960,98027,3,purple
3790,689800,3,2.75,2390,9313,1,1942,98133,2,mauve
3791,775000,4,2.75,2740,6200,1.5,1947,98125,2,mauve
3792,702000,3,2.5,2190,8528,1,1991,98033,2,mauve
3793,160000,3,1,1350,8700,1.5,1942,98188,0,blush
3794,255500,3,1,1350,8700,1.5,1942,98188,0,blush
3795,949000,4,2.75,2980,42253,1,1973,98005,2,mauve
3796,169500,2,1,790,7450,1,1944,98058,0,blush
3797,586000,4,2.25,2130,9000,2,1965,98006,3,purple
3798,680000,4,2.5,2700,37431,1,1978,98072,2,mauve
3799,851500,3,2,3200,18184,1,1977,98005,2,mauve
3800,582500,2,1.5,1159,4800,1,1948,98199,3,purple
3801,637000,4,3.5,3080,118918,2,2008,98019,3,purple
3802,225000,3,1,1000,9295,1,1955,98146,0,blush
3803,795000,3,3.25,2260,3727,2,2003,98119,2,mauve
3804,304999,4,2.25,2270,9600,1,1976,98023,0,blush
3805,95000,1,0.75,760,5746,1,1915,98002,0,blush
3806,240000,4,1.75,1420,5382,1,1942,98056,0,blush
3807,772000,4,2.5,2500,8680,1,1958,98004,2,mauve
3808,245000,2,1.5,1450,6258,1,1983,98198,0,blush
3809,430000,5,3,2500,5750,1,1999,98126,3,purple
3810,799000,3,1.5,2210,6300,1.5,1916,98144,2,mauve
3811,880000,5,2.75,3020,9187,2,2007,98033,2,mauve
3812,750000,4,2.5,3290,7538,2,2004,98075,2,mauve
3813,2890000,4,4,5780,7173,2,2008,98112,4,dark purple
3814,532000,3,2.5,1820,4910,2,1993,98029,3,purple
3815,525000,4,2.75,2500,10330,1,1978,98155,3,purple
3816,239000,2,1,1210,9375,1,1952,98198,0,blush
3817,460000,2,1.5,1090,4000,1,1951,98116,3,purple
3818,540000,4,2.25,1330,8400,1.5,1962,98005,3,purple
3819,475000,2,1,890,4590,1,1923,98117,3,purple
3820,445000,3,1.75,1360,4998,1,1968,98108,3,purple
3821,1575000,5,3.75,4220,9240,2,1991,98040,1,pink
3822,549950,4,2.5,3780,6800,2,2004,98038,3,purple
3823,294950,4,2,2610,14321,1.5,1940,98188,0,blush
3824,736000,3,2.5,1980,2975,3,1993,98109,2,mauve
3825,214946,3,1.75,1290,8688,1,1980,98042,0,blush
3826,856000,5,3.25,3620,5500,2,2003,98029,2,mauve
3827,775000,2,2.5,2680,7392,1,2004,98053,2,mauve
3828,205000,3,1.75,1200,8631,1,1959,98198,0,blush
3829,429592,2,2.75,1992,10946,1.5,1903,98070,3,purple
3830,414250,4,1.75,1640,13566,1,1977,98072,3,purple
3831,399950,4,2.75,1920,4400,1,1906,98106,0,blush
3832,319990,3,2.25,1840,7326,1,1979,98031,0,blush
3833,524000,3,1.5,1310,9471,1,1970,98052,3,purple
3834,349950,2,1,1050,6317,1.5,1913,98019,0,blush
3835,889000,4,2.5,2570,4480,1.5,1927,98105,2,mauve
3836,300000,3,1,930,5160,1.5,1919,98106,0,blush
3837,395000,1,1,730,3000,1,1911,98107,0,blush
3838,348000,2,2.5,1270,1242,3,2008,98117,0,blush
3839,830000,2,1,1150,6000,1,1921,98033,2,mauve
3840,173000,2,1,820,10450,1,1965,98055,0,blush
3841,585000,4,1.75,3000,42200,1,1950,98056,3,purple
3842,576750,3,2,2220,5000,1,1966,98116,3,purple
3843,495000,5,3.25,2500,7620,1,1962,98106,3,purple
3844,216650,3,3.5,1540,1427,2,2007,98109,0,blush
3845,615000,4,2.75,2750,15450,1,1978,98155,3,purple
3846,675000,4,2.5,3130,12463,1,1978,98006,2,mauve
3847,510000,3,2,1430,9250,1,1983,98052,3,purple
3848,630000,3,2.5,2680,327135,2,1995,98010,3,purple
3849,359950,4,2.5,3010,5701,2,2003,98042,0,blush
3850,265000,3,1.5,1530,7500,1.5,1986,98038,0,blush
3851,210000,3,1,1240,4842,1,1916,98118,0,blush
3852,367000,3,2.5,2260,93218,1,1998,98022,0,blush
3853,1075000,4,2.25,2820,5000,1.5,1926,98122,2,mauve
3854,756000,3,2.5,3560,8297,1,1948,98199,2,mauve
3855,203000,3,2.25,1630,9145,1,1960,98146,0,blush
3856,535000,4,2.5,2880,23994,2,2002,98022,3,purple
3857,525000,3,3.25,2200,7440,2,1947,98118,3,purple
3858,347500,3,1.75,1620,7500,1,1981,98059,0,blush
3859,620000,3,1.75,1480,2185,2.5,2005,98034,3,purple
3860,645000,4,2.5,2250,10696,2,1996,98006,3,purple
3861,2200000,4,3,3540,11098,2,1940,98112,4,dark purple
3862,280000,3,2,1790,42399,1,1990,98092,0,blush
3863,432000,3,2,1400,6380,1,1924,98125,3,purple
3864,790000,3,1.5,2390,4452,2,1929,98126,2,mauve
3865,635000,4,1.75,2400,10050,1,1957,98008,3,purple
3866,442000,3,1.5,2050,6384,1,1958,98126,3,purple
3867,490000,4,3,2640,5267,2,2001,98065,3,purple
3868,250000,5,1.75,2320,7700,1,1962,98001,0,blush
3869,1325000,4,2.5,2440,3600,2.5,1902,98119,1,pink
3870,120000,3,1,1260,7500,1,1954,98198,0,blush
3871,2950000,5,4.75,6240,47480,1,2003,98040,4,dark purple
3872,325000,4,2.5,1930,8458,2,1993,98038,0,blush
3873,210000,4,1.75,1200,7680,1,1968,98092,0,blush
3874,215000,1,1,970,7639,1,1920,98166,0,blush
3875,387000,3,1.75,1810,10800,1,1968,98056,0,blush
3876,408000,3,1,1380,7015,1.5,1925,98117,0,blush
3877,410000,3,1,1470,6500,1,1953,98166,3,purple
3878,216000,3,1,1010,7920,1,1925,98126,0,blush
3879,390000,3,1,1010,7920,1,1925,98126,0,blush
3880,357000,3,1.5,1340,11744,1,1950,98146,0,blush
3881,215000,3,1,970,7275,1,1970,98031,0,blush
3882,265000,3,1,1122,6554,1.5,1900,98118,0,blush
3883,589950,3,2.75,1670,1350,3,2014,98116,3,purple
3884,440000,3,1.75,2840,16851,1,1950,98155,3,purple
3885,248000,2,1,770,8600,1,1914,98027,0,blush
3886,730000,3,2.25,2040,130680,2,1977,98072,2,mauve
3887,425000,4,2.5,3052,12145,2,2004,98003,3,purple
3888,680000,3,2.5,2620,14248,2,1977,98004,2,mauve
3889,341500,5,2.25,3120,10400,2,1980,98023,0,blush
3890,395000,2,1,1100,3975,1,1950,98105,0,blush
3891,1225000,4,2.75,3410,95396,1.5,1962,98005,1,pink
3892,695500,5,2.75,2510,9180,1,1975,98052,2,mauve
3893,308000,3,1.75,1680,8629,1,1977,98198,0,blush
3894,422500,3,2,1960,6450,1,1977,98038,3,purple
3895,418000,2,1,1040,6900,1,1915,98136,3,purple
3896,385000,5,1.5,1750,9780,1.5,1961,98028,0,blush
3897,876650,3,3.25,2170,12508,1.5,1928,98040,2,mauve
3898,450000,3,2.5,1639,2710,2,2003,98144,3,purple
3899,418800,4,2.25,2100,9984,1,1973,98028,3,purple
3900,330000,2,1,880,1753,2,1945,98199,0,blush
3901,550000,3,1.75,1940,8376,1,1963,98006,3,purple
3902,270000,4,2.5,2490,11650,1,1990,98148,0,blush
3903,978500,3,2.25,2060,7080,2,1940,98199,2,mauve
3904,975000,4,2.5,2720,10455,2,1981,98006,2,mauve
3905,455000,3,2.25,2180,6850,1,1973,98034,3,purple
3906,1415000,4,3.25,3600,38016,2,1991,98034,1,pink
3907,220000,2,1,840,9000,1,1951,98168,0,blush
3908,490000,3,2,2370,12196,2,1970,98033,3,purple
3909,420000,4,2.25,2270,9100,2,1978,98034,3,purple
3910,408500,4,2.5,2720,7043,2,2003,98092,0,blush
3911,716000,3,1.5,1140,4800,1.5,1915,98109,2,mauve
3912,965000,4,2.5,2460,5000,2,1938,98112,2,mauve
3913,357823,3,1.5,1240,9196,1,1968,98072,0,blush
3914,7062500,5,4.5,10040,37325,2,1940,98004,4,dark purple
3915,425000,3,2.25,1670,9500,1,1977,98125,3,purple
3916,711777,4,1.75,2220,6731,1,1953,98116,2,mauve
3917,335000,3,1,980,9903,1,1966,98028,0,blush
3918,825000,4,1.5,1890,6938,1.5,1919,98116,2,mauve
3919,210000,2,1,1100,6000,1.5,1900,98108,0,blush
3920,575000,2,1.75,2770,19700,2,1983,98177,3,purple
3921,1208000,4,2.75,4250,10925,2,2003,98059,1,pink
3922,431500,2,2,1370,4866,1,2005,98053,3,purple
3923,475000,3,1.5,1480,13457,1,1959,98007,3,purple
3924,1495000,4,3.75,3770,4000,2.5,1916,98122,1,pink
3925,540000,6,3,2870,206474,2,1960,98042,3,purple
3926,775000,3,2.5,3820,35016,2,1987,98053,2,mauve
3927,635000,3,2.5,1530,2978,1,1997,98117,3,purple
3928,1300000,3,2.75,4120,16365,1,1999,98059,1,pink
3929,405000,3,2.25,1590,7267,1,1976,98133,0,blush
3930,210000,3,1,1520,8600,1,1951,98168,0,blush
3931,880000,4,2.5,2350,4675,2,1923,98112,2,mauve
3932,239000,4,2,1370,8837,1.5,1955,98188,0,blush
3933,515000,3,2.5,1540,6100,1,1944,98126,3,purple
3934,1379900,3,3.25,3786,38038,1,1978,98070,1,pink
3935,215000,4,2.25,1500,5393,2,1999,98001,0,blush
3936,315000,6,2,1750,17685,1,1943,98056,0,blush
3937,442500,3,1.5,1800,8303,1,1957,98133,3,purple
3938,311000,2,1.75,1180,55321,1,1941,98042,0,blush
3939,425000,2,1,830,6030,1,1925,98103,3,purple
3940,433500,3,1.75,1540,9450,1,1919,98103,3,purple
3941,450000,3,2.25,1610,8296,2,1978,98115,3,purple
3942,675000,3,2.25,1990,10260,2,1987,98052,2,mauve
3943,535000,3,2.5,2070,4132,2,1999,98074,3,purple
3944,577000,3,1.75,1760,12874,1,1967,98005,3,purple
3945,480000,3,1.75,1740,8528,1,1939,98125,3,purple
3946,400000,3,1.5,1950,4473,1,1914,98034,0,blush
3947,304000,3,1,1280,8184,1.5,1947,98155,0,blush
3948,355000,3,1.75,1460,7203,1,1990,98056,0,blush
3949,998000,4,3.25,3770,982998,2,1992,98058,2,mauve
3950,550000,4,1.75,2410,8447,2,1936,98074,3,purple
3951,550000,4,1.75,2410,8447,2,1936,98074,3,purple
3952,210000,3,1.75,1400,7300,2,1948,98178,0,blush
3953,317000,3,2.5,2100,7587,2,1990,98023,0,blush
3954,700000,4,3.5,5360,25800,1,1971,98074,2,mauve
3955,265000,3,1,1000,9150,1,1969,98059,0,blush
3956,700000,4,3.5,3150,6175,2,2001,98075,2,mauve
3957,1020000,5,3.5,4180,17841,2,1990,98075,2,mauve
3958,1145000,4,2.25,2840,20242,1,1972,98004,1,pink
3959,460000,4,2.5,2110,35091,1,1985,98027,3,purple
3960,410000,2,1.5,1660,4000,1,1950,98115,3,purple
3961,665000,4,3,2160,4400,1,1921,98122,3,purple
3962,600000,4,2.5,2420,7744,2,1994,98056,3,purple
3963,502000,4,1.75,1920,3844,1,1967,98133,3,purple
3964,364950,4,2.5,2310,8030,2,1978,98019,0,blush
3965,680000,3,2.25,2330,4000,1.5,1927,98115,2,mauve
3966,235500,5,2.5,2340,13713,1,1967,98003,0,blush
3967,576000,4,2.5,2590,5756,2,2001,98065,3,purple
3968,405000,2,3,1410,1240,2,2006,98136,0,blush
3969,335000,3,2.75,2850,8039,1,1989,98031,0,blush
3970,122000,2,1,730,6728,1,1953,98148,0,blush
3971,432000,3,1.75,1470,6250,1,1939,98155,3,purple
3972,375000,4,2.25,2330,11400,1,1974,98058,0,blush
3973,276000,4,2.25,2460,11250,1,1959,98002,0,blush
3974,450000,3,2.25,2080,111513,1.5,1977,98072,3,purple
3975,210000,2,1,990,8140,1,1910,98116,0,blush
3976,279000,3,2.5,1450,4106,2,2011,98038,0,blush
3977,635000,3,1.75,1340,3900,2,1900,98107,3,purple
3978,350000,3,2.5,2730,7372,2,1998,98023,0,blush
3979,218000,3,1,1140,7560,1,1958,98058,0,blush
3980,750000,4,1.5,1950,6300,1.5,1944,98115,2,mauve
3981,310597,4,1.75,2000,25700,1,1958,98023,0,blush
3982,355000,3,1,900,37800,1,1923,98034,0,blush
3983,735000,5,2.75,3390,5211,2,2004,98075,2,mauve
3984,155000,1,1,720,6000,1,1940,98108,0,blush
3985,354000,3,1,940,10368,1,1965,98052,0,blush
3986,415000,3,1.75,1770,10513,1,1982,98028,3,purple
3987,202000,1,1,590,833,1,1926,98122,0,blush
3988,580000,3,2.5,1980,1873,2,1996,98107,3,purple
3989,1495000,4,3.25,3070,10375,2,1962,98004,1,pink
3990,790000,4,2.5,3500,7519,2,2004,98053,2,mauve
3991,499900,3,2.5,2100,5112,2,1999,98065,3,purple
3992,525000,4,2.25,2620,98881,1,1952,98070,3,purple
3993,810000,4,2.5,2810,10613,2,1989,98006,2,mauve
3994,425000,4,1.5,2290,8773,1,1947,98133,3,purple
3995,241250,3,1.75,1350,7588,1,1993,98010,0,blush
3996,318700,4,2.5,2770,19116,1,1961,98003,0,blush
3997,720000,4,1.75,2530,5000,1.5,1917,98103,2,mauve
3998,291000,3,1,1280,10500,1.5,1941,98024,0,blush
3999,420000,3,1.75,1060,38644,1,1983,98077,3,purple
4000,210000,2,1.75,1000,3554,1,1975,98198,0,blush
4001,645000,3,3.25,3870,11000,2,1991,98106,3,purple
4002,762000,5,2,3370,5000,1.5,1907,98109,2,mauve
4003,247500,4,1.75,2290,7765,1,1936,98146,0,blush
4004,282500,3,2.25,1670,7150,2,1990,98042,0,blush
4005,395000,3,1.75,1460,22651,1,1961,98027,0,blush
4006,295000,3,1.75,1770,8235,1,1960,98148,0,blush
4007,235000,2,1,820,5100,1,1954,98056,0,blush
4008,770000,3,1.75,1900,6334,1,1948,98105,2,mauve
4009,559950,2,2,1870,4950,1,2006,98053,3,purple
4010,639000,4,2,1840,5419,1,1942,98199,3,purple
4011,314950,3,1,1590,8470,1,1967,98058,0,blush
4012,525000,3,1,1640,6180,1,1946,98118,3,purple
4013,2400000,3,2.25,3000,11665,1.5,2001,98075,4,dark purple
4014,820000,3,1.75,2160,6272,1,1960,98115,2,mauve
4015,1385000,3,3,2490,3600,2,1911,98119,1,pink
4016,521450,3,2,1290,5700,1,1950,98116,3,purple
4017,760750,3,2.5,3190,49137,2,1988,98074,2,mauve
4018,759600,4,1,1540,115434,1.5,1923,98031,2,mauve
4019,346150,3,2,2140,7200,1,1966,98056,0,blush
4020,390000,2,1,980,3800,1,1926,98103,0,blush
4021,359950,5,2.25,2450,9432,2,1973,98058,0,blush
4022,430000,3,2,1360,5120,1.5,1924,98116,3,purple
4023,960000,4,3.5,4610,11676,2,2000,98075,2,mauve
4024,800000,7,6.75,7480,41664,2,1953,98166,2,mauve
4025,1010000,3,2.5,2860,5805,2,1999,98005,2,mauve
4026,290000,3,2,1810,11456,1,1970,98045,0,blush
4027,1350000,4,2,2240,10296,1,1948,98004,1,pink
4028,777000,3,3.25,3610,59677,2,2003,98027,2,mauve
4029,526000,2,1,1450,4500,1.5,1921,98107,3,purple
4030,550000,3,3.5,1450,1091,2,2007,98119,3,purple
4031,276000,3,1.5,1820,8750,1,1958,98198,0,blush
4032,2500000,5,3.25,5620,12672,2,1916,98144,4,dark purple
4033,325000,3,1.75,2080,6554,1,1950,98118,0,blush
4034,365000,3,2.5,1780,1754,3,2007,98126,0,blush
4035,2150000,8,6,4340,9415,2,1967,98004,1,pink
4036,825050,4,3.25,2860,3680,2,1925,98115,2,mauve
4037,690000,3,1.5,2540,9520,1,1959,98115,2,mauve
4038,390000,4,1,1140,6250,1.5,1958,98126,0,blush
4039,385000,3,2,1320,1297,3,1995,98117,0,blush
4040,619000,3,2.5,2040,7503,2,1987,98029,3,purple
4041,494000,4,2.25,1790,42000,1,1983,98045,3,purple
4042,412450,3,2,1910,13505,1,1955,98034,3,purple
4043,580000,3,1.75,1460,2800,2,1928,98117,3,purple
4044,269900,3,1.5,1420,22100,1,1957,98042,0,blush
4045,704300,4,1.5,1790,4080,1.5,1928,98144,2,mauve
4046,267000,3,2,1390,6005,2,2005,98022,0,blush
